Geo Point;Geo Shape;ins_nom;ins_com;ins_insee;eqt_nb;objectid;ins_id;ins_interc;ins_partic
48.4764333391,3.14116499478;"{""type"": ""Point"", ""coordinates"": [3.141164994781318, 48.47643333906515]}";COMPLEXE SPORTIF;Donnemarie-Dontilly;77159;6;1298;771590001;Bassée Montois;Complexe sportif
49.066940001,2.88143000065;"{""type"": ""Point"", ""coordinates"": [2.881430000654334, 49.06694000100708]}";PLAINE DE JEUX FOOTBALL;Douy-la-Ramée;77163;1;1306;771630001;Pays de l'Ourcq;Non
48.4637030008,2.94555999993;"{""type"": ""Point"", ""coordinates"": [2.945559999926277, 48.46370300077678]}";TERRAIN DE BOULES;Échouboulains;77164;1;1310;771640003;Brie des Rivières et Châteaux;Non
48.824917502,2.60908000267;"{""type"": ""Point"", ""coordinates"": [2.609080002670793, 48.82491750197099]}";STADE DOMINIQUE ROCHETEAU;Émerainville;77169;7;1323;771690002;Paris – Vallée de la Marne;Non
48.8028300006,2.9873799997;"{""type"": ""Point"", ""coordinates"": [2.987379999701997, 48.80283000063257]}";STADE  MUNICIPAL;Faremoutiers;77176;1;1350;771760002;Pays de Coulommiers;Non
48.4046300014,2.69137000027;"{""type"": ""Point"", ""coordinates"": [2.691370000271027, 48.404630001364325]}";GYMNASE HENRI CHAPU;Fontainebleau;77186;2;1389;771860003;Pays de Fontainebleau;Non
48.4101350015,2.69434499852;"{""type"": ""Point"", ""coordinates"": [2.694344998524985, 48.41013500154558]}";COLLEGE INTERNATIONAL;Fontainebleau;77186;2;1395;771860014;Pays de Fontainebleau;Etablissement scolaire
48.4064866676,2.68100666701;"{""type"": ""Point"", ""coordinates"": [2.681006667010782, 48.406486667572906]}";ECURIES BELLIFONTAINES;Fontainebleau;77186;3;1401;771860024;Pays de Fontainebleau;Non
48.4924000014,2.76258999982;"{""type"": ""Point"", ""coordinates"": [2.762589999824889, 48.49240000135801]}";ENSEMBLE SPORTIF;Fontaine-le-Port;77188;3;1409;771880001;Brie des Rivières et Châteaux;Non
48.4862290006,2.75760599998;"{""type"": ""Point"", ""coordinates"": [2.757605999976051, 48.48622900055243]}";SALLE DES FETES;Fontaine-le-Port;77188;1;1410;771880002;Brie des Rivières et Châteaux;Non
48.5467770012,2.95101499987;"{""type"": ""Point"", ""coordinates"": [2.951014999866973, 48.54677700115112]}";ASSOCIATION LA RANDONNEE;Fontenailles;77191;2;1414;771910003;La Brie Nangissienne;Non
48.7057800096,2.90609252996;"{""type"": ""Point"", ""coordinates"": [2.906092529956184, 48.70578000959546]}";AERODROME DE FONTENAY-TRESIGNY;Fontenay-Trésigny;77192;4;1415;771920001;Val Briard;Aérodrome/aéroport
48.7092333344,2.86799666628;"{""type"": ""Point"", ""coordinates"": [2.867996666280826, 48.70923333437228]}";STADE D'ORLY;Fontenay-Trésigny;77192;4;1416;771920002;Val Briard;Non
48.7117850011,2.87081500037;"{""type"": ""Point"", ""coordinates"": [2.870815000373566, 48.71178500114618]}";GYMNASE;Fontenay-Trésigny;77192;2;1419;771920005;Val Briard;Non
48.3206720013,2.74734799945;"{""type"": ""Point"", ""coordinates"": [2.747347999452016, 48.32067200132661]}";TERRAIN DE TENNIS;La Genevraye;77202;1;1437;772020003;Moret Seine et Loing;Non
49.0641000006,3.15709999982;"{""type"": ""Point"", ""coordinates"": [3.157099999824714, 49.06410000057472]}";TERRAIN DE PETANQUE;Germigny-sous-Coulombs;77204;1;1441;772040002;Pays de l'Ourcq;Non
48.4847700012,3.29136000056;"{""type"": ""Point"", ""coordinates"": [3.29136000055909, 48.484770001240356]}";TENNIS;Gouaix;77208;2;1447;772080004;Bassée Montois;Non
48.9656000006,2.67013999972;"{""type"": ""Point"", ""coordinates"": [2.670139999715258, 48.965600000557394]}";TENNIS DE PLEIN AIR;Gressy;77214;3;1462;772140001;Roissy Pays de France;Non
48.6881300011,2.66954000059;"{""type"": ""Point"", ""coordinates"": [2.669540000593552, 48.688130001129835]}";STADE MUNICIPAL;Grisy-Suisnes;77217;1;1480;772170004;Brie des Rivières et Châteaux;Non
48.8538800006,2.70558999985;"{""type"": ""Point"", ""coordinates"": [2.705589999850922, 48.8538800006463]}";COURTS DE TENNIS;Guermantes;77221;2;1487;772210004;Marne et Gondoire;Non
48.6337200013,2.79253000027;"{""type"": ""Point"", ""coordinates"": [2.792530000267127, 48.63372000133765]}";BOULODROME;Guignes;77222;1;1491;772220003;Brie des Rivières et Châteaux;Non
48.4693000011,3.08830000028;"{""type"": ""Point"", ""coordinates"": [3.088300000277693, 48.46930000108354]}";TERRAIN DE TENNIS;Gurcy-le-Châtel;77223;1;1493;772230002;Bassée Montois;Non
48.4491500009,2.76474999955;"{""type"": ""Point"", ""coordinates"": [2.764749999545708, 48.44915000092297]}";LE CLOS;Héricy;77226;1;1498;772260001;Pays de Fontainebleau;Non
48.4882650019,3.33026749948;"{""type"": ""Point"", ""coordinates"": [3.330267499483496, 48.48826500190973]}";PONEY-CLUB DE SERVOLLES;Hermé;77227;4;1504;772270002;Bassée Montois;Non
48.7572930008,2.87509600063;"{""type"": ""Point"", ""coordinates"": [2.875096000630747, 48.75729300082814]}";TERRAIN MULTISPORTS;La Houssaye-en-Brie;77229;1;1508;772290004;Val Briard;Non
49.0008900351,3.00758001105;"{""type"": ""Point"", ""coordinates"": [3.007580011054758, 49.000890035094464]}";MINI STADE;Isles-les-Meldeuses;77231;2;1510;772310002;Pays de l'Ourcq;Non
48.9211810012,2.833981;"{""type"": ""Point"", ""coordinates"": [2.833980999995801, 48.921181001174105]}";AERONAUTIQUE DE FRANCE;Isles-lès-Villenoy;77232;1;1514;772320003;Pays de Meaux;Non
48.921362001,2.83585700045;"{""type"": ""Point"", ""coordinates"": [2.835857000453407, 48.92136200096276]}";MACH 01;Isles-lès-Villenoy;77232;1;1515;772320004;Pays de Meaux;Aérodrome/aéroport
48.9242100008,2.83236999951;"{""type"": ""Point"", ""coordinates"": [2.832369999506873, 48.92421000078883]}";UNION DES PILOTES CIVILS DE FRANCE;Isles-lès-Villenoy;77232;1;1516;772320005;Pays de Meaux;Aérodrome/aéroport
48.918100001,2.76144000042;"{""type"": ""Point"", ""coordinates"": [2.761440000415329, 48.91810000095391]}";SALLE POLYVALENTE;Jablines;77234;1;1519;772340002;Marne et Gondoire;Non
48.9175200007,2.75921999989;"{""type"": ""Point"", ""coordinates"": [2.759219999889795, 48.91752000074342]}";TERRAIN DE FOOTBALL;Jablines;77234;1;1520;772340003;Marne et Gondoire;Non
48.6631025014,3.13536499928;"{""type"": ""Point"", ""coordinates"": [3.135364999280088, 48.66310250138817]}";COMPLEXE SPORTIF;Jouy-le-Châtel;77239;4;1529;772390001;Provinois;Non
48.8746550009,2.70651499934;"{""type"": ""Point"", ""coordinates"": [2.706514999340264, 48.87465500093486]}";ENSEMBLE SCOLAIRE SAINT LAURENT- LA PAIX NOTRE DAME;Lagny-sur-Marne;77243;4;1547;772430024;Marne et Gondoire;Etablissement scolaire
48.2776400013,2.6286599999;"{""type"": ""Point"", ""coordinates"": [2.628659999898845, 48.277640001266114]}";NOLIMIT AVENTURE LARCHANT;Larchant;77244;1;1551;772440007;Pays de Nemours;Non
48.7471397517,2.62417299788;"{""type"": ""Point"", ""coordinates"": [2.624172997884472, 48.74713975172748]}";COLLEGE DEPARTEMENTAL LES HYVERNEAUX;Lésigny;77249;6;1554;772490001;Les Portes Briardes entre Villes et Forêts;Etablissement scolaire
48.7501500009,2.63684000037;"{""type"": ""Point"", ""coordinates"": [2.636840000365688, 48.75015000087085]}";ECOLE DE GRANDE ROMAINE;Lésigny;77249;1;1555;772490002;Les Portes Briardes entre Villes et Forêts;Etablissement scolaire
48.6345633341,2.54740333255;"{""type"": ""Point"", ""coordinates"": [2.54740333255419, 48.63456333406778]}";GYMNASE DIT SALLE POLYVALENTE DE LA CHASSE;Lieusaint;77251;3;1566;772510003;Grand Paris Sud Seine Essonne Sénart;Non
48.699490001,2.76838000046;"{""type"": ""Point"", ""coordinates"": [2.768380000460775, 48.699490001042236]}";LIVERDY DRESSAGE;Liverdy-en-Brie;77254;1;1572;772540003;Val Briard;Non
49.0294750019,3.0158500022;"{""type"": ""Point"", ""coordinates"": [3.015850002201792, 49.029475001901055]}";GYMNASE;Lizy-sur-Ourcq;77257;2;1579;772570006;Pays de l'Ourcq;Non
49.0198600011,3.02914500056;"{""type"": ""Point"", ""coordinates"": [3.029145000563095, 49.019860001072644]}";TERRAIN DE PROXIMITE N°3;Lizy-sur-Ourcq;77257;1;1585;772570012;Pays de l'Ourcq;Non
48.8359000011,2.63189000054;"{""type"": ""Point"", ""coordinates"": [2.631890000542478, 48.835900001082656]}";CITY STADE;Lognes;77258;1;1589;772580005;Paris – Vallée de la Marne;Non
48.8342800006,2.63728000051;"{""type"": ""Point"", ""coordinates"": [2.637280000505597, 48.83428000064459]}";PLATEAU EPS LE FOUR;Lognes;77258;1;1591;772580007;Paris – Vallée de la Marne;Non
48.861890001,2.99224000047;"{""type"": ""Point"", ""coordinates"": [2.992240000468988, 48.86189000098224]}";TERRAIN DE FOOTBALL;Maisoncelles-en-Brie;77270;1;1632;772700002;Pays de Coulommiers;Non
49.037100001,2.87753000038;"{""type"": ""Point"", ""coordinates"": [2.877530000381453, 49.03710000104686]}";SALLE DES FETES;Marcilly;77274;1;1636;772740001;Pays de l'Ourcq;Non
49.0414050008,2.87442999937;"{""type"": ""Point"", ""coordinates"": [2.87442999936683, 49.04140500078681]}";stade de foot et de volley;Marcilly;77274;2;1638;772740003;Pays de l'Ourcq;Non
48.7701300005,3.03738999958;"{""type"": ""Point"", ""coordinates"": [3.037389999577622, 48.770130000531914]}";SALLE POLYVALENTE;Mauperthuis;77281;1;1653;772810001;Pays de Coulommiers;Non
48.9489100007,2.90329999973;"{""type"": ""Point"", ""coordinates"": [2.903299999733794, 48.94891000067235]}";GYMNASE CONDORCET;Meaux;77284;1;1660;772840003;Pays de Meaux;Non
48.9494000008,2.89775999943;"{""type"": ""Point"", ""coordinates"": [2.897759999434255, 48.94940000084584]}";GYMNASE DU PIERRIS;Meaux;77284;1;1665;772840010;Pays de Meaux;Non
48.9450000007,2.9010300005;"{""type"": ""Point"", ""coordinates"": [2.901030000502152, 48.94500000070911]}";TERRAIN DE PETANQUE (LOUIS DU GAST);Meaux;77284;5;1669;772840016;Pays de Meaux;Non
48.9588800006,2.88722000048;"{""type"": ""Point"", ""coordinates"": [2.887220000479839, 48.95888000059621]}";GYMNASE GEORGES TALLIS;Meaux;77284;1;1671;772840019;Pays de Meaux;Non
48.5449200115,2.62266999831;"{""type"": ""Point"", ""coordinates"": [2.622669998309341, 48.544920011512886]}";PARC DE POZO BLANCO;Le Mée-sur-Seine;77285;6;1717;772850015;Melun Val de Seine;Non
48.542100001,2.62691000019;"{""type"": ""Point"", ""coordinates"": [2.626910000192951, 48.542100001017886]}";SALLE DE MUSCULATION;Le Mée-sur-Seine;77285;1;1720;772850018;Melun Val de Seine;Non
48.5495600014,2.66228000063;"{""type"": ""Point"", ""coordinates"": [2.662280000631834, 48.54956000136224]}";GYMNASE DES CAPUCINS;Melun;77288;1;1730;772880009;Melun Val de Seine;Non
48.5336066673,2.65591000025;"{""type"": ""Point"", ""coordinates"": [2.655910000249158, 48.53360666734274]}";ENERGIE CLUB;Melun;77288;3;1739;772880022;Melun Val de Seine;Non
48.5326400009,2.66411499918;"{""type"": ""Point"", ""coordinates"": [2.664114999184314, 48.532640000942195]}";BASSIN AVIRON;Melun;77288;2;1740;772880023;Melun Val de Seine;Non
48.3599246675,3.08376299996;"{""type"": ""Point"", ""coordinates"": [3.083762999956885, 48.35992466751073]}";TERRAINS DE SPORTS;Misy-sur-Yonne;77293;3;1757;772930002;Pays de Montereau;Non
48.9750000012,2.63382999965;"{""type"": ""Point"", ""coordinates"": [2.633829999650866, 48.975000001248226]}";ENSEMBLE SPORTIF DU GROUPE SCOLAIRE GUY MOQUET;Mitry-Mory;77294;2;1766;772940011;Roissy Pays de France;Non
48.626380001,2.60294000004;"{""type"": ""Point"", ""coordinates"": [2.602940000043842, 48.626380000952935]}";PLATEAU D'EPS DES GRES;Moissy-Cramayel;77296;1;1777;772960006;Grand Paris Sud Seine Essonne Sénart;Non
48.2996442556,2.6973217383;"{""type"": ""Point"", ""coordinates"": [2.697321738304621, 48.299644255550916]}";STADE COMMUNAL;Montcourt-Fromonville;77302;12;1791;773020001;Pays de Nemours;Non
48.8860728638,2.81756805871;"{""type"": ""Point"", ""coordinates"": [2.817568058705303, 48.88607286379067]}";EPIDE, ETABLISSEMENT PUBLIC D'INSERTION A LA DEFENSE;Montry;77315;8;1830;773150002;Pays Créçois;Non
49.0684000006,2.59807000008;"{""type"": ""Point"", ""coordinates"": [2.598070000081231, 49.06840000059503]}";PARC DE L'ETANG;Moussy-le-Neuf;77322;1;1846;773220003;Roissy Pays de France;Non
48.5905260051,2.56662600191;"{""type"": ""Point"", ""coordinates"": [2.566626001912522, 48.590526005127515]}";STADE MICHEL ROUGE;Nandy;77326;10;1854;773260002;Grand Paris Sud Seine Essonne Sénart;Non
48.2602250008,2.72057000046;"{""type"": ""Point"", ""coordinates"": [2.720570000457895, 48.260225000795955]}";DYNAMIC FITNESS;Nemours;77333;4;1883;773330011;Pays de Nemours;Non
48.8396750024,2.61450500073;"{""type"": ""Point"", ""coordinates"": [2.614505000733686, 48.839675002403645]}";STADE DES TOTEMS;Noisiel;77337;2;1897;773370009;Paris – Vallée de la Marne;Non
48.8437910007,2.62665100048;"{""type"": ""Point"", ""coordinates"": [2.626651000475016, 48.84379100071869]}";KYU DOJO;Noisiel;77337;1;1901;773370014;Paris – Vallée de la Marne;Non
48.3735000007,2.51099000048;"{""type"": ""Point"", ""coordinates"": [2.510990000476831, 48.373500000702805]}";SALLE POLYVALENTE;Noisy-sur-École;77339;1;1906;773390004;Pays de Fontainebleau;Non
48.8996200011,3.22748999944;"{""type"": ""Point"", ""coordinates"": [3.227489999443851, 48.899620001097354]}";PLATEAU D'ÉVOLUTION;Orly-sur-Morin;77345;1;1919;773450001;des Deux Morin;Non
48.762880001,2.66464999979;"{""type"": ""Point"", ""coordinates"": [2.664649999788211, 48.76288000103399]}";ACADEMIE DE BILLARD D'OZOIR LA FERRIERE;Ozoir-la-Ferrière;77350;1;1941;773500012;Les Portes Briardes entre Villes et Forêts;Non
49.0582400027,2.99268500605;"{""type"": ""Point"", ""coordinates"": [2.992685006045869, 49.05824000271035]}";STADE;Le Plessis-Placy;77367;2;1979;773670002;Pays de l'Ourcq;Non
48.8139100012,3.01942800041;"{""type"": ""Point"", ""coordinates"": [3.019428000405585, 48.81391000123943]}";PARCOURS DE SANTE;Pommeuse;77371;1;1990;773710006;Pays de Coulommiers;Non
48.4852270005,2.69425199971;"{""type"": ""Point"", ""coordinates"": [2.694251999708593, 48.485227000482205]}";TERRAINS DE TENNIS;Pomponne;77372;2;1997;773720008;Marne et Gondoire;Non
48.804975004,2.59747749757;"{""type"": ""Point"", ""coordinates"": [2.597477497568475, 48.80497500402054]}";COMPLEXE LEO LAGRANGE;Pontault-Combault;77373;5;2008;773730010;Paris – Vallée de la Marne;Non
48.7967200006,2.61339000046;"{""type"": ""Point"", ""coordinates"": [2.6133900004597, 48.79672000059471]}";CITY STADE;Pontault-Combault;77373;1;2011;773730023;Paris – Vallée de la Marne;Non
48.716348001,2.73715299938;"{""type"": ""Point"", ""coordinates"": [2.737152999381288, 48.71634800097054]}";ESPACE MULTISPORTS;Presles-en-Brie;77377;1;2018;773770003;Val Briard;Non
48.5588000008,3.29651999965;"{""type"": ""Point"", ""coordinates"": [3.296519999648844, 48.55880000081649]}";GYMNASE RAYMOND LOUIS;Provins;77379;1;2032;773790010;Provinois;Non
48.5481800013,3.29751500006;"{""type"": ""Point"", ""coordinates"": [3.29751500005555, 48.54818000132249]}";GYMNASE JEAN DROUOT;Provins;77379;2;2039;773790020;Provinois;Non
48.5659060006,3.29667999996;"{""type"": ""Point"", ""coordinates"": [3.296679999955967, 48.5659060006381]}";CENTRE AQUATIQUE DU PROVINOIS;Provins;77379;5;2041;773790023;Provinois;Piscine
48.7984733363,2.65029666773;"{""type"": ""Point"", ""coordinates"": [2.650296667734988, 48.798473336277794]}";LYCEE CHARLES LE CHAUVE;Roissy-en-Brie;77390;3;2066;773900002;Paris – Vallée de la Marne;Etablissement scolaire
48.7932800005,2.66835999963;"{""type"": ""Point"", ""coordinates"": [2.668359999626436, 48.79328000047503]}";PLATEAU EPS LAMARTINE;Roissy-en-Brie;77390;1;2071;773900007;Paris – Vallée de la Marne;Non
49.0635000012,2.71889999941;"{""type"": ""Point"", ""coordinates"": [2.718899999406713, 49.06350000120346]}";TERRAIN DE TENNIS;Rouvres;77392;1;2079;773920001;Roissy Pays de France;Non
48.6851900009,2.96336999953;"{""type"": ""Point"", ""coordinates"": [2.963369999527251, 48.68519000088333]}";GYMNASE COMMUNAL;Rozay-en-Brie;77393;1;2083;773930002;Val Briard;Non
48.6800344025,2.96504820035;"{""type"": ""Point"", ""coordinates"": [2.965048200351737, 48.680034402544]}";STADE MUNICIPAL;Rozay-en-Brie;77393;7;2084;773930003;Val Briard;Non
48.5327800012,2.53944999971;"{""type"": ""Point"", ""coordinates"": [2.539449999708173, 48.53278000116553]}";ASSOCIATION SPORTIVE THIERRYPONTAINE DE BILLARD (ASTB);Saint-Fargeau-Ponthierry;77407;1;2112;774070006;Melun Val de Seine;Non
48.5311500009,2.54569999999;"{""type"": ""Point"", ""coordinates"": [2.545699999991176, 48.53115000090111]}";TERRAIN DE PETANQUE;Saint-Fargeau-Ponthierry;77407;1;2113;774070007;Melun Val de Seine;Non
48.5839500013,2.71185999964;"{""type"": ""Point"", ""coordinates"": [2.711859999639226, 48.583950001335474]}";TERRAIN DE FOOTBALL;Saint-Germain-Laxis;77410;1;2123;774100001;Melun Val de Seine;Non
48.6165000008,3.25041999933;"{""type"": ""Point"", ""coordinates"": [3.250419999332206, 48.61650000080261]}";SALLE POLYVALENTE;Saint-Hilliers;77414;1;2131;774140001;Provinois;Non
48.622198252,3.25792399967;"{""type"": ""Point"", ""coordinates"": [3.257923999674616, 48.622198251983015]}";ENSEMBLE SPORTIF;Saint-Hilliers;77414;4;2132;774140002;Provinois;Non
49.0418866681,2.70558333404;"{""type"": ""Point"", ""coordinates"": [2.705583334037538, 49.041886668148216]}";COMPLEXE SPORTIF DES PAILLEUX;Saint-Mard;77420;3;2144;774200001;Roissy Pays de France;Non
49.038738002,2.69134600063;"{""type"": ""Point"", ""coordinates"": [2.691346000631641, 49.03873800197007]}";COMPLEXE LA FONTAINE DES TOURNELLES;Saint-Mard;77420;7;2145;774200002;Roissy Pays de France;Non
48.7557000008,3.05362000049;"{""type"": ""Point"", ""coordinates"": [3.053620000492174, 48.75570000081065]}";TENNIS DE PLEIN AIR;Saints;77433;1;2168;774330003;Pays de Coulommiers;Non
48.5035000009,2.5315500002;"{""type"": ""Point"", ""coordinates"": [2.53155000019507, 48.50350000086781]}";PLATEAU EPS;Saint-Sauveur-sur-École;77435;1;2172;774350004;Pays de Fontainebleau;Non
49.0401800008,2.80613000022;"{""type"": ""Point"", ""coordinates"": [2.806130000224805, 49.04018000076565]}";PARC DE LA MAIRIE;Saint-Soupplets;77437;3;2175;774370002;Pays de Meaux;Non
48.8467400011,2.67438000014;"{""type"": ""Point"", ""coordinates"": [2.674380000142717, 48.846740001078125]}";SALLE DE KARATE;Saint-Thibault-des-Vignes;77438;1;2181;774380003;Marne et Gondoire;Non
48.4513000012,2.7461600003;"{""type"": ""Point"", ""coordinates"": [2.746160000296985, 48.451300001200266]}";CENTRE ÉQUESTRE ET PONEY CLUB DE SAMOIS;Samois-sur-Seine;77441;5;2195;774410005;Pays de Fontainebleau;Non
48.451500001,2.75049999954;"{""type"": ""Point"", ""coordinates"": [2.750499999543609, 48.451500000998784]}";BASE NAUTIQUE DE LA MAGDELAINE/ ANFA;Samois-sur-Seine;77441;1;2196;774410006;Pays de Fontainebleau;Installation militaire
48.4504250006,2.74693399969;"{""type"": ""Point"", ""coordinates"": [2.746933999685619, 48.45042500059132]}";TERRAIN  DE TENNIS;Samois-sur-Seine;77441;2;2197;774410007;Pays de Fontainebleau;Non
48.4226000011,2.74943999975;"{""type"": ""Point"", ""coordinates"": [2.749439999752344, 48.422600001078045]}";LA GRANGE AUX DIMES;Samoreau;77442;1;2198;774420001;Pays de Fontainebleau;Non
48.5939000005,2.57851000043;"{""type"": ""Point"", ""coordinates"": [2.578510000433609, 48.59390000054849]}";PLATEAU EPS MARC BLOCH;Savigny-le-Temple;77445;1;2208;774450010;Grand Paris Sud Seine Essonne Sénart;Non
48.603650001,2.55498000011;"{""type"": ""Point"", ""coordinates"": [2.554980000106988, 48.60365000100979]}";GYMNASE JACKY CHAZALON;Savigny-le-Temple;77445;1;2218;774450026;Grand Paris Sud Seine Essonne Sénart;Non
48.7156400011,2.58914999996;"{""type"": ""Point"", ""coordinates"": [2.589149999960605, 48.715640001053934]}";ESPACE DE PROXIMITE OUVERT;Servon;77450;1;2237;774500006;L'Orée de la Brie;Non
