Geo Point;Geo Shape;ins_nom;ins_com;ins_insee;eqt_nb;objectid;ins_id;ins_interc;ins_partic
48.877800001,3.09896999944;"{""type"": ""Point"", ""coordinates"": [3.098969999438184, 48.877800001030884]}";ECURIES DU GRAND COUROY;Jouarre;77238;3;1527;772380003;Pays Fertois;Non
48.7329525043,2.60663000394;"{""type"": ""Point"", ""coordinates"": [2.606630003939323, 48.73295250428586]}";CENTRE EQUESTRE DE LA JONCHERE;Lésigny;77249;4;1558;772490005;Les Portes Briardes entre Villes et Forêts;Non
48.731095006,2.61074499536;"{""type"": ""Point"", ""coordinates"": [2.610744995364477, 48.73109500598798]}";GOLF DU REVEILLON;Lésigny;77249;2;1559;772490006;Les Portes Briardes entre Villes et Forêts;Non
49.0272000007,3.01615999993;"{""type"": ""Point"", ""coordinates"": [3.016159999933575, 49.027200000729025]}";FOYER SOCIO CULTUREL;Lizy-sur-Ourcq;77257;1;1576;772570002;Pays de l'Ourcq;Non
49.0487050021,2.67050000494;"{""type"": ""Point"", ""coordinates"": [2.670500004939709, 49.04870500211497]}";LYCÉE CHARLES DE GAULLE;Longperrier;77259;3;1600;772590004;Roissy Pays de France;Etablissement scolaire
48.7337763347,2.94906700114;"{""type"": ""Point"", ""coordinates"": [2.949067001144238, 48.7337763347296]}";STADE DE LUMIGNY;Lumigny-Nesles-Ormeaux;77264;3;1612;772640001;Val Briard;Complexe sportif
48.4555810006,2.82818099972;"{""type"": ""Point"", ""coordinates"": [2.828180999719876, 48.45558100062224]}";SALLE POLYVALENTE;Machault;77266;1;1617;772660002;Brie des Rivières et Châteaux;Non
48.7330966715,2.88201999573;"{""type"": ""Point"", ""coordinates"": [2.882019995734598, 48.73309667148989]}";STADE JACQUES SABATIER;Marles-en-Brie;77277;3;1646;772770002;Val Briard;Complexe sportif
49.032681001,2.58038999987;"{""type"": ""Point"", ""coordinates"": [2.580389999873802, 49.03268100104684]}";GYMNASE;Mauregard;77282;1;1654;772820001;Roissy Pays de France;Non
49.0755666684,3.02324333267;"{""type"": ""Point"", ""coordinates"": [3.023243332671676, 49.07556666837473]}";LES ÉCURIES DE LA CROIX;May-en-Multien;77283;3;1656;772830002;Pays de l'Ourcq;Non
48.9462000008,2.89793999952;"{""type"": ""Point"", ""coordinates"": [2.897939999520773, 48.94620000082507]}";CENTRE HIPPIQUE;Meaux;77284;6;1663;772840008;Pays de Meaux;Non
48.9655400008,2.87129000046;"{""type"": ""Point"", ""coordinates"": [2.871290000457289, 48.96554000078788]}";TERRAIN FOOT CHEMIN BLANC;Meaux;77284;1;1698;772840069;Pays de Meaux;Non
48.9440728587,2.89983714483;"{""type"": ""Point"", ""coordinates"": [2.899837144834994, 48.944072858714826]}";BOULODROME;Meaux;77284;12;1702;772840074;Pays de Meaux;Non
48.5393600009,2.63243000066;"{""type"": ""Point"", ""coordinates"": [2.632430000658923, 48.539360000918684]}";STADE PIERRE DE COUBERTIN;Le Mée-sur-Seine;77285;1;1711;772850008;Melun Val de Seine;Non
48.5315461679,2.66467916832;"{""type"": ""Point"", ""coordinates"": [2.664679168321026, 48.531546167909354]}";COMPLEXE SPORTIF MUNICIPAL;Melun;77288;12;1723;772880001;Melun Val de Seine;Piscine
48.5438800012,2.67350000041;"{""type"": ""Point"", ""coordinates"": [2.673500000411006, 48.54388000119997]}";TERRAIN MULTISPORTS JEAN MOULIN;Melun;77288;1;1736;772880016;Melun Val de Seine;Non
48.5456500005,2.65943999956;"{""type"": ""Point"", ""coordinates"": [2.659439999561893, 48.54565000052241]}";LYCEE JACQUES AMYOT;Melun;77288;1;1746;772880030;Melun Val de Seine;Etablissement scolaire
49.0164000013,2.5926799995;"{""type"": ""Point"", ""coordinates"": [2.592679999504705, 49.016400001315226]}";COMPLEXE SPORTIF DU MARECHAL LYAUTEY;Le Mesnil-Amelot;77291;1;1751;772910001;Roissy Pays de France;Non
48.973460001,2.64836999984;"{""type"": ""Point"", ""coordinates"": [2.648369999835954, 48.97346000095799]}";COMPLEXE SPORTIF JEAN GUIMIER 2;Mitry-Mory;77294;1;1759;772940002;Roissy Pays de France;Non
48.6293200006,2.5879200001;"{""type"": ""Point"", ""coordinates"": [2.58792000010489, 48.62932000061985]}";PLATEAU DES HAULDRES;Moissy-Cramayel;77296;2;1779;772960009;Grand Paris Sud Seine Essonne Sénart;Non
48.6322333342,2.59498333284;"{""type"": ""Point"", ""coordinates"": [2.594983332842469, 48.63223333424279]}";PISCINE NYMPHEA;Moissy-Cramayel;77296;3;1787;772960019;Grand Paris Sud Seine Essonne Sénart;Piscine
48.1421700011,2.61341000066;"{""type"": ""Point"", ""coordinates"": [2.613410000660706, 48.142170001084075]}";TERRAIN DE FOOTBALL;Mondreville;77297;1;1788;772970001;Gâtinais Val de Loing;Non
48.9413000006,2.98288999944;"{""type"": ""Point"", ""coordinates"": [2.982889999441406, 48.941300000625574]}";PLATEAU OMNISPORTS;Montceaux-lès-Meaux;77300;1;1790;773000001;Pays de Meaux;Non
48.4020850012,2.96425000008;"{""type"": ""Point"", ""coordinates"": [2.964250000076537, 48.40208500124754]}";PISCINE MUNICIPALE DES ROUGEAUX;Montereau-Fault-Yonne;77305;3;1802;773050013;Pays de Montereau;Piscine
48.3303500009,2.73775000055;"{""type"": ""Point"", ""coordinates"": [2.737750000551666, 48.330350000912766]}";TERRAINS DE FOOTBALL;Montigny-sur-Loing;77312;1;1818;773120001;Moret Seine et Loing;Non
48.8289000012,3.44042999975;"{""type"": ""Point"", ""coordinates"": [3.440429999752655, 48.828900001172634]}";TERRAIN MULTISPORTS;Montolivet;77314;1;1828;773140002;des Deux Morin;Non
48.8881550537,2.82473476524;"{""type"": ""Point"", ""coordinates"": [2.824734765242824, 48.88815505370107]}";STADE A. ROBERT;Montry;77315;5;1829;773150001;Pays Créçois;Non
48.6112449024,2.88251080374;"{""type"": ""Point"", ""coordinates"": [2.882510803739732, 48.61124490244713]}";COMPLEXE SPORTIF COUTROT;Mormant;77317;14;1839;773170001;La Brie Nangissienne;Non
48.7891700014,2.92053500057;"{""type"": ""Point"", ""coordinates"": [2.920535000567096, 48.7891700013659]}";COMPLEXE SPORTIF;Mortcerf;77318;5;1840;773180001;Val Briard;Non
48.8112850008,3.06164999945;"{""type"": ""Point"", ""coordinates"": [3.06164999945005, 48.81128500077872]}";HARAS DE CHALVERGNE;Mouroux;77320;2;1844;773200003;Pays de Coulommiers;Non
48.5518497567,3.01412962388;"{""type"": ""Point"", ""coordinates"": [3.014129623883927, 48.551849756652956]}";COMPLEXE SPORTIF EMILE CHESNOT;Nangis;77327;15;1858;773270001;La Brie Nangissienne;Complexe sportif
48.5940300013,3.00107000009;"{""type"": ""Point"", ""coordinates"": [3.001070000092945, 48.59403000133922]}";AERODROME DE NANGIS LES LOGES;Nangis;77327;1;1862;773270011;La Brie Nangissienne;Aérodrome/aéroport
48.2584850009,2.80767800058;"{""type"": ""Point"", ""coordinates"": [2.807678000576506, 48.258485000926946]}";CENTRE DE READAPTATION PROFESSIONNELLE ET DE FORMATION;Nanteau-sur-Lunain;77329;3;1866;773290002;Moret Seine et Loing;Etablissement scolaire
48.9273033351,2.88501999939;"{""type"": ""Point"", ""coordinates"": [2.885019999387629, 48.92730333512911]}";GYMNASE DES CLOSEAUX;Nanteuil-lès-Meaux;77330;3;1869;773300002;Pays de Meaux;Non
48.9746300011,2.83636000007;"{""type"": ""Point"", ""coordinates"": [2.836360000067389, 48.974630001058216]}";TERRAINS DE TENNIS & CITY STADE;Chauconin-Neufmontiers;77335;3;1886;773350002;Pays de Meaux;Non
48.9782600013,2.84180000044;"{""type"": ""Point"", ""coordinates"": [2.841800000444123, 48.97826000128854]}";BOULODROME;Chauconin-Neufmontiers;77335;1;1887;773350003;Pays de Meaux;Non
48.8457750014,2.61442499518;"{""type"": ""Point"", ""coordinates"": [2.614424995176394, 48.84577500138695]}";CENTRE OMNISPORT DU LUZARD;Noisiel;77337;4;1890;773370001;Paris – Vallée de la Marne;Non
48.3785605011,2.49415249861;"{""type"": ""Point"", ""coordinates"": [2.49415249860766, 48.378560501074276]}";CHAMBERGEOT EQUITATION;Noisy-sur-École;77339;2;1909;773390011;Pays de Fontainebleau;Non
48.2965000009,2.77811999954;"{""type"": ""Point"", ""coordinates"": [2.778119999541343, 48.29650000088261]}";TERRAIN MULTISPORTS;Nonville;77340;1;1910;773400001;Moret Seine et Loing;Non
49.0818566689,2.64932000053;"{""type"": ""Point"", ""coordinates"": [2.64932000052687, 49.08185666891637]}";STADE DE BEAUMARCHAIS;Othis;77349;6;1922;773490001;Roissy Pays de France;Non
49.072300001,2.67396999987;"{""type"": ""Point"", ""coordinates"": [2.673969999865301, 49.07230000101304]}";TENNIS DE LA JALAISE;Othis;77349;1;1924;773490003;Roissy Pays de France;Non
48.6704000008,2.77711000028;"{""type"": ""Point"", ""coordinates"": [2.777110000277123, 48.67040000084957]}";PONEY-CLUB DU VOULGIS;Ozouer-le-Voulgis;77352;3;1954;773520004;Brie des Rivières et Châteaux;Non
48.6558480006,3.07866799948;"{""type"": ""Point"", ""coordinates"": [3.078667999481913, 48.65584800059504]}";SALLE DES ASSOCIATIONS;Pécy;77357;1;1965;773570005;Val Briard;Non
49.057400001,2.98871000027;"{""type"": ""Point"", ""coordinates"": [2.988710000265518, 49.05740000102127]}";TERRAIN DE PÉTANQUE;Le Plessis-Placy;77367;1;1980;773670003;Pays de l'Ourcq;Non
48.5402050011,3.28349499966;"{""type"": ""Point"", ""coordinates"": [3.283494999663597, 48.5402050010811]}";PONEY CLUB DE POIGNY;Poigny;77368;4;1981;773680001;Provinois;Non
48.8161790006,2.99111900016;"{""type"": ""Point"", ""coordinates"": [2.991119000163554, 48.816179000552374]}";PLATEAU D'EVOLUTION DE L'ECOLE;Pommeuse;77371;2;1987;773710002;Pays de Coulommiers;Non
48.5158875049,2.55703600209;"{""type"": ""Point"", ""coordinates"": [2.557036002086706, 48.51588750493254]}";PRINGY EQUITATION;Pringy;77378;2;2020;773780002;Melun Val de Seine;Non
48.5456300013,3.29237000038;"{""type"": ""Point"", ""coordinates"": [3.29237000038475, 48.54563000128232]}";GYMNASE COSEC CHAMPBENOIST;Provins;77379;1;2031;773790009;Provinois;Non
48.9061333345,2.88192666672;"{""type"": ""Point"", ""coordinates"": [2.881926666719445, 48.906133334535355]}";STAND DE TIR;Quincy-Voisins;77382;3;2047;773820004;Pays Créçois;Non
48.5531776681,3.06878633335;"{""type"": ""Point"", ""coordinates"": [3.068786333347642, 48.553177668105015]}";TERRAIN DE SPORTS;Rampillon;77383;3;2050;773830001;La Brie Nangissienne;Non
48.6106233345,2.6228166667;"{""type"": ""Point"", ""coordinates"": [2.622816666697965, 48.61062333445076]}";LES ECURIES DU PLESSIS PICARD;Réau;77384;3;2052;773840002;Grand Paris Sud Seine Essonne Sénart;Non
48.5167020008,2.65666999974;"{""type"": ""Point"", ""coordinates"": [2.656669999738572, 48.5167020008444]}";CITY PARK;La Rochette;77389;1;2064;773890005;Melun Val de Seine;Non
48.7941700012,2.66330999978;"{""type"": ""Point"", ""coordinates"": [2.663309999782491, 48.79417000122479]}";PLATEAU EPS POMMIER PICARD;Roissy-en-Brie;77390;1;2072;773900010;Paris – Vallée de la Marne;Non
49.0618950008,2.7146149998;"{""type"": ""Point"", ""coordinates"": [2.714614999800859, 49.06189500078253]}";SALLE POLYVALENTE ET TERRAIN DE FOOTBALL;Rouvres;77392;2;2080;773920002;Roissy Pays de France;Non
48.555132501,2.67447400005;"{""type"": ""Point"", ""coordinates"": [2.674474000050624, 48.5551325009649]}";ESPACE SAINT EXUPERY;Rubelles;77394;2;2088;773940004;Melun Val de Seine;Non
48.528700001,3.26073999971;"{""type"": ""Point"", ""coordinates"": [3.260739999714362, 48.52870000101431]}";TENNIS DE SAINTE COLOMBE;Sainte-Colombe;77404;2;2101;774040002;Provinois;Non
48.5311000007,3.2581899994;"{""type"": ""Point"", ""coordinates"": [3.258189999397687, 48.5311000006896]}";TIR A L'ARC;Sainte-Colombe;77404;1;2104;774040005;Provinois;Non
48.5254166781,2.54453333224;"{""type"": ""Point"", ""coordinates"": [2.544533332241335, 48.525416678123726]}";ESPACE GEORGES TETTAMANTI;Saint-Fargeau-Ponthierry;77407;11;2108;774070001;Melun Val de Seine;Non
48.4777000008,2.50677999945;"{""type"": ""Point"", ""coordinates"": [2.506779999449769, 48.4777000007709]}";PLATEAU D'EVOLUTION;Saint-Germain-sur-École;77412;1;2124;774120001;Pays de Fontainebleau;Non
48.8844590009,2.84447699984;"{""type"": ""Point"", ""coordinates"": [2.844476999840849, 48.88445900092277]}";ECOLE DES VOYEUX;Saint-Germain-sur-Morin;77413;1;2126;774130002;Pays Créçois;Etablissement scolaire
48.7559200009,3.05280999999;"{""type"": ""Point"", ""coordinates"": [3.052809999988658, 48.75592000094004]}";AMICALE DE TIR DE L'ESPÉRANCE DE SAINTS;Saints;77433;2;2167;774330002;Pays de Coulommiers;Non
49.0351900011,2.80165000055;"{""type"": ""Point"", ""coordinates"": [2.801650000545169, 49.03519000114824]}";CENTRE CULTUREL;Saint-Soupplets;77437;1;2176;774370003;Pays de Meaux;Non
49.0297850013,2.8000899998;"{""type"": ""Point"", ""coordinates"": [2.800089999795186, 49.02978500132009]}";HARAS DE SAUVOY;Saint-Soupplets;77437;3;2177;774370004;Pays de Meaux;Non
48.8576150015,2.67192999955;"{""type"": ""Point"", ""coordinates"": [2.671929999552862, 48.85761500145314]}";GYMNASE DES SABLONS;Saint-Thibault-des-Vignes;77438;5;2180;774380002;Marne et Gondoire;Non
48.4217725008,3.0234675009;"{""type"": ""Point"", ""coordinates"": [3.023467500898117, 48.4217725007639]}";PLATEAU D'EPS ET TERRAINS DE TENNIS;Salins;77439;3;2188;774390001;Pays de Montereau;Non
48.5757700009,2.58761000012;"{""type"": ""Point"", ""coordinates"": [2.587610000122822, 48.57577000089824]}";PLATEAU EPS SIDONIE TALABOT;Savigny-le-Temple;77445;1;2213;774450015;Grand Paris Sud Seine Essonne Sénart;Non
48.5102000011,3.20092999958;"{""type"": ""Point"", ""coordinates"": [3.200929999581793, 48.51020000105045]}";FOYER POLYVALENT DE LOISIRS;Savins;77446;1;2220;774460001;Bassée Montois;Non
48.561400001,2.54540999975;"{""type"": ""Point"", ""coordinates"": [2.545409999746363, 48.561400001023486]}";CERCLE DE VOILE SEINE PORT;Seine-Port;77447;1;2223;774470004;Melun Val de Seine;Non
48.8549550158,2.78083501282;"{""type"": ""Point"", ""coordinates"": [2.780835012817443, 48.854955015824004]}";CAP TONIC VAL D'EUROPE;Serris;77449;4;2230;774490008;Val d'Europe agglomération;Non
48.8493706019,2.78925059572;"{""type"": ""Point"", ""coordinates"": [2.789250595718495, 48.84937060187797]}";STADE DES MARMOUSETS;Serris;77449;6;2231;774490009;Val d'Europe agglomération;Non
48.5359545018,2.74953399902;"{""type"": ""Point"", ""coordinates"": [2.749533999020422, 48.535954501791835]}";TERRAIN DE FOOTBALL;Sivry-Courtry;77453;2;2241;774530001;Brie des Rivières et Châteaux;Non
48.6536680008,2.69869399961;"{""type"": ""Point"", ""coordinates"": [2.698693999608818, 48.653668000797694]}";ESPACE SALLE DES FÊTES;Soignolles-en-Brie;77455;1;2245;774550001;Brie des Rivières et Châteaux;Non
48.651806001,2.70000200049;"{""type"": ""Point"", ""coordinates"": [2.700002000492332, 48.65180600096246]}";SALLE D'ACTIVITÉ;Soignolles-en-Brie;77455;1;2248;774550004;Brie des Rivières et Châteaux;Non
48.1802000011,2.72828999966;"{""type"": ""Point"", ""coordinates"": [2.72828999966041, 48.180200001104154]}";PISTE DE VTT;Souppes-sur-Loing;77458;1;2259;774580005;Gâtinais Val de Loing;Non
48.8457000008,2.65379000013;"{""type"": ""Point"", ""coordinates"": [2.653790000134401, 48.8457000007648]}";TENNIS LINGENFELD;Torcy;77468;8;2291;774680005;Paris – Vallée de la Marne;Non
48.8452000007,2.64668000005;"{""type"": ""Point"", ""coordinates"": [2.646680000051421, 48.845200000749315]}";PLATEAU EPS GEORGES BRASSENS;Torcy;77468;1;2297;774680017;Paris – Vallée de la Marne;Non
48.8657010007,2.66273599993;"{""type"": ""Point"", ""coordinates"": [2.662735999931506, 48.86570100072665]}";centre d'initaition au golf de la base de plein air et de loisirs de vaires-torcy;Torcy;77468;3;2305;774680026;Paris – Vallée de la Marne;Base de plein air et/ou de loisirs
48.9559433365,3.0632766647;"{""type"": ""Point"", ""coordinates"": [3.063276664698351, 48.95594333646273]}";TERRAINS DE SPORT;Ussy-sur-Marne;77478;4;2330;774780001;Pays Fertois;Non
48.8699200008,2.62405999971;"{""type"": ""Point"", ""coordinates"": [2.624059999709044, 48.86992000076034]}";PLATEAU D'EVOLUTION PAUL ALGIS;Vaires-sur-Marne;77479;1;2336;774790006;Paris – Vallée de la Marne;Non
48.8747600009,2.64139999948;"{""type"": ""Point"", ""coordinates"": [2.641399999479114, 48.874760000949365]}";PARC AULNAY;Vaires-sur-Marne;77479;1;2338;774790008;Paris – Vallée de la Marne;Non
48.3667900013,2.91322000037;"{""type"": ""Point"", ""coordinates"": [2.913220000370454, 48.366790001271184]}";BASE DE LOISIRS;Varennes-sur-Seine;77482;1;2346;774820002;Pays de Montereau;Non
49.0050000005,2.92606999974;"{""type"": ""Point"", ""coordinates"": [2.92606999973528, 49.00500000052149]}";SALLE POLYVALENTE CLSH;Varreddes;77483;1;2354;774830002;Pays de Meaux;Non
48.7031750008,3.10422700007;"{""type"": ""Point"", ""coordinates"": [3.104227000069015, 48.703175000790274]}";CLOTKART;Vaudoy-en-Brie;77486;1;2358;774860002;Val Briard;Non
48.2060000013,2.94015000046;"{""type"": ""Point"", ""coordinates"": [2.940150000464249, 48.206000001293994]}";TERRAIN DE TENNIS;Villebéon;77500;1;2392;775000001;Gâtinais Val de Loing;Non
48.328163001,2.84662399968;"{""type"": ""Point"", ""coordinates"": [2.846623999675261, 48.3281630009503]}";SALLE POLYVALENTE;Villecerf;77501;1;2394;775010001;Moret Seine et Loing;Non
48.2685500006,2.87134000025;"{""type"": ""Point"", ""coordinates"": [2.87134000025357, 48.2685500005826]}";TERRAIN DE FOOTBALL;Villemaréchal;77504;1;2396;775040002;Moret Seine et Loing;Non
48.406360001,3.30579000014;"{""type"": ""Point"", ""coordinates"": [3.305790000139122, 48.406360001041676]}";TERRAIN DE FOOTBALL;Villenauxe-la-Petite;77507;1;2399;775070001;Bassée Montois;Non
48.4052000011,3.30812999966;"{""type"": ""Point"", ""coordinates"": [3.308129999658814, 48.405200001138915]}";TERRAIN DE TENNIS;Villenauxe-la-Petite;77507;1;2400;775070002;Bassée Montois;Non
48.944370001,2.62312000008;"{""type"": ""Point"", ""coordinates"": [2.623120000082109, 48.94437000101758]}";GYMNASE DES PETITS MARAIS;Villeparisis;77514;1;2416;775140001;Roissy Pays de France;Non
48.9122000014,2.66861000011;"{""type"": ""Point"", ""coordinates"": [2.668610000105626, 48.91220000135496]}";FOYER POLYVALENT LES MERISIERS;Villevaudé;77517;1;2434;775170002;Plaines et Monts de France;Non
48.2799600011,2.97748999973;"{""type"": ""Point"", ""coordinates"": [2.977489999732363, 48.27996000109467]}";STADE ROGER ÉTIENNE;Voulx;77531;1;2451;775310001;Pays de Montereau;Non
48.4385660056,2.75048199622;"{""type"": ""Point"", ""coordinates"": [2.750481996220617, 48.43856600557563]}";STADE PIERRE DE COUBERTIN;Vulaines-sur-Seine;77533;11;2455;775330003;Pays de Fontainebleau;Non
48.95382217,2.07139950473;"{""type"": ""Point"", ""coordinates"": [2.071399504733587, 48.9538221700143]}";COMPLEXE GEORGES BOURGOIN;Achères;78005;16;2466;780050001;Grand Paris Seine & Oise;Complexe sportif
48.9609900007,2.06009000023;"{""type"": ""Point"", ""coordinates"": [2.060090000226892, 48.96099000072489]}";TERRAIN DE PROXIMITE;Achères;78005;1;2471;780050008;Grand Paris Seine & Oise;Non
48.9706650007,2.05735499866;"{""type"": ""Point"", ""coordinates"": [2.057354998658158, 48.97066500072031]}";LES ECURIES DE LA CROIX D'ACHERES;Achères;78005;3;2478;780050024;Grand Paris Seine & Oise;Non
48.9913300011,2.05748750013;"{""type"": ""Point"", ""coordinates"": [2.057487500126403, 48.9913300011065]}";CENTRE SPORTIF LOUISE WEISS;Andrésy;78015;4;2492;780150001;Grand Paris Seine & Oise;Complexe sportif
49.0302400014,1.81688499999;"{""type"": ""Point"", ""coordinates"": [1.816884999986125, 49.030240001353505]}";FOYER RURAL;Brueil-en-Vexin;78113;1;2594;781130002;Grand Paris Seine & Oise;Non
48.9790000013,1.67716000004;"{""type"": ""Point"", ""coordinates"": [1.677160000044382, 48.97900000127486]}";SALLE POLYVALENTE;Buchelay;78118;2;2608;781180002;Grand Paris Seine & Oise;Non
48.8569700013,2.14457000033;"{""type"": ""Point"", ""coordinates"": [2.14457000033117, 48.85697000126981]}";GYMNASE MOREL DE VINDE;La Celle-Saint-Cloud;78126;1;2641;781260002;Versailles Grand Parc;Non
48.8618000013,2.14893000008;"{""type"": ""Point"", ""coordinates"": [2.148930000083937, 48.86180000133585]}";BASIC FIT LA CELLE SAINT CLOUD - ELYSEE 2;La Celle-Saint-Cloud;78126;3;2651;781260015;Versailles Grand Parc;Non
48.6717091387,1.98454351988;"{""type"": ""Point"", ""coordinates"": [1.984543519883581, 48.67170913865057]}";COMPLEXE SPORTIF;Cernay-la-Ville;78128;11;2655;781280001;Rambouillet Territoires;Complexe sportif
48.8905350057,2.03373499211;"{""type"": ""Point"", ""coordinates"": [2.033734992107657, 48.89053500573956]}";GOLF DE JOYENVAL;Chambourcy;78133;3;2663;781330005;Saint Germain Boucles de Seine;Non
48.9779145011,2.0328635005;"{""type"": ""Point"", ""coordinates"": [2.032863500498514, 48.9779145010877]}";EQUIPEMENTS DE PROXIMITE;Chanteloup-les-Vignes;78138;2;2666;781380006;Grand Paris Seine & Oise;Non
48.9743600009,2.0286300002;"{""type"": ""Point"", ""coordinates"": [2.028630000195463, 48.97436000087768]}";TENNIS CLUB DE CHANTELOUP LES VIGNES;Chanteloup-les-Vignes;78138;3;2669;781380009;Grand Paris Seine & Oise;Non
48.721923335,2.10821666802;"{""type"": ""Point"", ""coordinates"": [2.108216668020547, 48.72192333504161]}";HARAS DU VAL DES GENETS;Châteaufort;78143;3;2675;781430003;Versailles Grand Parc;Non
48.8200350011,2.12021499944;"{""type"": ""Point"", ""coordinates"": [2.120214999437138, 48.82003500105894]}";STADE MICHAUX I;Le Chesnay;78158;2;2704;781580008;Versailles Grand Parc;Non
48.6151428205,1.92371773193;"{""type"": ""Point"", ""coordinates"": [1.923717731930819, 48.61514282048334]}";CENTRE TECHNIQUE NATIONAL FERNAND SASTRE (centre national de football);Clairefontaine-en-Yvelines;78164;17;2719;781640002;Rambouillet Territoires;Complexe sportif
48.7548097536,1.921811256;"{""type"": ""Point"", ""coordinates"": [1.921811256004469, 48.75480975362278]}";COMPLEXE DU MOULIN A VENT;Coignières;78168;4;2733;781680004;Saint-Quentin-en-Yvelines;Complexe sportif
48.8986933354,1.61994333412;"{""type"": ""Point"", ""coordinates"": [1.619943334120497, 48.8986933354209]}";STADE MUNICIPAL;Dammartin-en-Serve;78192;4;2762;781920001;Pays Houdanais;Non
48.8656000013,1.94324000041;"{""type"": ""Point"", ""coordinates"": [1.943240000408644, 48.86560000128291]}";TERRAIN DE HANDBALL;Davron;78196;1;2766;781960001;Gally Mauldre;Non
48.7685000005,1.96448999995;"{""type"": ""Point"", ""coordinates"": [1.964489999946891, 48.76850000054294]}";CITY PARK DE LA VILLEDIEU;Élancourt;78208;1;2786;782080014;Saint-Quentin-en-Yvelines;Non
48.7741000008,1.95998999933;"{""type"": ""Point"", ""coordinates"": [1.959989999330003, 48.77410000084636]}";SKATE PARK;Élancourt;78208;1;2789;782080017;Saint-Quentin-en-Yvelines;Non
48.724300001,1.89481999933;"{""type"": ""Point"", ""coordinates"": [1.894819999333195, 48.72430000100654]}";TERRAIN DE TIR A L'ARC;Les Essarts-le-Roi;78220;1;2802;782200006;Rambouillet Territoires;Non
48.714785001,1.86192999912;"{""type"": ""Point"", ""coordinates"": [1.861929999121615, 48.71478500103184]}";HARAS DE L'ARTOIRE;Les Essarts-le-Roi;78220;2;2804;782200008;Rambouillet Territoires;Non
48.8911620016,1.99256399994;"{""type"": ""Point"", ""coordinates"": [1.99256399993798, 48.89116200156732]}";CENTRE EQUESTRE LE COIN DU BOIS;Feucherolles;78233;5;2814;782330005;Gally Mauldre;Non
48.856110001,1.73859000026;"{""type"": ""Point"", ""coordinates"": [1.738590000255987, 48.85611000095367]}";SALLE POLYVALENTE;Flexanville;78236;1;2818;782360002;Cœur d'Yvelines;Non
48.9625060085,1.86816380279;"{""type"": ""Point"", ""coordinates"": [1.868163802789935, 48.96250600846398]}";PARC DU CHATEAU;Flins-sur-Seine;78238;6;2820;782380003;Grand Paris Seine & Oise;Complexe sportif
49.0377900007,1.59883999942;"{""type"": ""Point"", ""coordinates"": [1.598839999423969, 49.037790000704206]}";GYMNASE PAUL ELUARD;Freneuse;78255;1;2842;782550004;Les Portes de l'Île-de-France;Non
48.9901700011,1.81273999936;"{""type"": ""Point"", ""coordinates"": [1.812739999362248, 48.99017000110374]}";STADE GARGENVILLOIS BILLARD;Gargenville;78267;1;2861;782670012;Grand Paris Seine & Oise;Non
48.9904700008,1.82339000017;"{""type"": ""Point"", ""coordinates"": [1.823390000172658, 48.99047000075595]}";CITY STADE;Gargenville;78267;1;2862;782670013;Grand Paris Seine & Oise;Non
48.6447300028,1.74419999397;"{""type"": ""Point"", ""coordinates"": [1.744199993973153, 48.64473000283727]}";HARAS DE LA CLAIRIERE;Gazeran;78269;3;2867;782690003;Rambouillet Territoires;Non
48.9595316928,1.75825499272;"{""type"": ""Point"", ""coordinates"": [1.758254992720216, 48.95953169281517]}";GOLF BLUE GREEN DE GUERVILLE;Guerville;78291;3;2885;782910004;Grand Paris Seine & Oise;Non
49.0118730006,1.78101899963;"{""type"": ""Point"", ""coordinates"": [1.78101899962653, 49.011873000603025]}";TENNIS;Guitrancourt;78296;2;2887;782960001;Grand Paris Seine & Oise;Non
48.7550435134,2.07724250473;"{""type"": ""Point"", ""coordinates"": [2.077242504725605, 48.75504351337198]}";GOLF NATIONAL;Guyancourt;78297;5;2903;782970015;Saint-Quentin-en-Yvelines;Non
49.0069800012,1.89762000051;"{""type"": ""Point"", ""coordinates"": [1.897620000514861, 49.00698000119318]}";SALLE VOVARD;Hardricourt;78299;1;2912;782990005;Grand Paris Seine & Oise;Non
48.7901250011,1.60570500021;"{""type"": ""Point"", ""coordinates"": [1.605705000206601, 48.79012500112006]}";COURTS DE TENNIS;Houdan;78310;4;2928;783100006;Pays Houdanais;Non
48.9221300011,2.17892000198;"{""type"": ""Point"", ""coordinates"": [2.178920001979354, 48.922130001107554]}";GYMNASE FRANCO BRONDANI;Houilles;78311;4;2934;783110002;Saint Germain Boucles de Seine;Non
48.7660100116,1.90317202023;"{""type"": ""Point"", ""coordinates"": [1.903172020227977, 48.76601001158984]}";CENTRE EQUESTRE LA CLAIRIERE D'EPONA;Jouars-Pontchartrain;78321;5;2956;783210007;Cœur d'Yvelines;Non
48.7628860056,2.17422800593;"{""type"": ""Point"", ""coordinates"": [2.174228005934126, 48.76288600562469]}";COMPLEXE SPORTIF ET ASSOCIATIF DU VAL D'ENFER;Jouy-en-Josas;78322;9;2959;783220001;Versailles Grand Parc;Complexe sportif
48.9917000007,1.84339999965;"{""type"": ""Point"", ""coordinates"": [1.843399999648621, 48.991700000669]}";"COURT DE TENNIS DES ""GRANDS MOYENS""";Juziers;78327;1;2973;783270002;Grand Paris Seine & Oise;Non
